4294A REV1.11
"DATE: Jan 25 2018"


"MEASURE PARAMETER: IMPEDANCE MAG PHASE (DEG)"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 534"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 5"
"SWEEP AVERAGING: OFF"
"POINT AVERAGING: OFF"


"TRACE: A"
"FORMAT: LOG"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
2.17732100000e+03	2.811217e+00	0.000000e+00
2.19622600000e+03	2.835499e+00	0.000000e+00
2.21529600000e+03	2.859805e+00	0.000000e+00
2.23453200000e+03	2.884266e+00	0.000000e+00
2.25393400000e+03	2.908817e+00	0.000000e+00
2.27350500000e+03	2.933810e+00	0.000000e+00
2.29324600000e+03	2.959128e+00	0.000000e+00
2.31315800000e+03	2.984132e+00	0.000000e+00
2.33324300000e+03	3.010036e+00	0.000000e+00
2.35350200000e+03	3.035586e+00	0.000000e+00
2.37393800000e+03	3.061987e+00	0.000000e+00
2.39455100000e+03	3.088170e+00	0.000000e+00
2.41534300000e+03	3.114446e+00	0.000000e+00
2.43631500000e+03	3.141354e+00	0.000000e+00
2.45746900000e+03	3.168519e+00	0.000000e+00
2.47880800000e+03	3.195218e+00	0.000000e+00
2.50033100000e+03	3.222882e+00	0.000000e+00
2.52204100000e+03	3.250299e+00	0.000000e+00
2.54394000000e+03	3.278612e+00	0.000000e+00
2.56602900000e+03	3.306431e+00	0.000000e+00
2.58831000000e+03	3.334785e+00	0.000000e+00
2.61078400000e+03	3.363014e+00	0.000000e+00
2.63345400000e+03	3.392390e+00	0.000000e+00
2.65632000000e+03	3.421852e+00	0.000000e+00
2.67938500000e+03	3.450917e+00	0.000000e+00
2.70265000000e+03	3.480648e+00	0.000000e+00
2.72611700000e+03	3.510469e+00	0.000000e+00
2.74978700000e+03	3.540339e+00	0.000000e+00
2.77366400000e+03	3.571626e+00	0.000000e+00
2.79774700000e+03	3.602141e+00	0.000000e+00
2.82204000000e+03	3.633223e+00	0.000000e+00
2.84654400000e+03	3.663844e+00	0.000000e+00
2.87126000000e+03	3.695488e+00	0.000000e+00
2.89619200000e+03	3.727436e+00	0.000000e+00
2.92133900000e+03	3.759325e+00	0.000000e+00
2.94670500000e+03	3.791768e+00	0.000000e+00
2.97229100000e+03	3.824308e+00	0.000000e+00
2.99810000000e+03	3.857713e+00	0.000000e+00
3.02413200000e+03	3.891091e+00	0.000000e+00
3.05039100000e+03	3.924759e+00	0.000000e+00
3.07687700000e+03	3.958093e+00	0.000000e+00
3.10359300000e+03	3.992008e+00	0.000000e+00
3.13054200000e+03	4.026563e+00	0.000000e+00
3.15772400000e+03	4.061644e+00	0.000000e+00
3.18514300000e+03	4.096435e+00	0.000000e+00
3.21279900000e+03	4.132007e+00	0.000000e+00
3.24069600000e+03	4.167631e+00	0.000000e+00
3.26883500000e+03	4.203575e+00	0.000000e+00
3.29721800000e+03	4.239855e+00	0.000000e+00
3.32584800000e+03	4.276438e+00	0.000000e+00
3.35472600000e+03	4.313194e+00	0.000000e+00
3.38385500000e+03	4.350513e+00	0.000000e+00
3.41323700000e+03	4.388331e+00	0.000000e+00
3.44287400000e+03	4.425911e+00	0.000000e+00
3.47276900000e+03	4.464508e+00	0.000000e+00
3.50292300000e+03	4.502803e+00	0.000000e+00
3.53333800000e+03	4.541726e+00	0.000000e+00
3.56401800000e+03	4.580765e+00	0.000000e+00
3.59496500000e+03	4.620470e+00	0.000000e+00
3.62618000000e+03	4.660375e+00	0.000000e+00
3.65766600000e+03	4.700259e+00	0.000000e+00
3.68942500000e+03	4.740660e+00	0.000000e+00
3.72146000000e+03	4.781379e+00	0.000000e+00
3.75377400000e+03	4.822967e+00	0.000000e+00
3.78636800000e+03	4.864305e+00	0.000000e+00
3.81924500000e+03	4.907131e+00	0.000000e+00
3.85240700000e+03	4.948701e+00	0.000000e+00
3.88585700000e+03	4.991779e+00	0.000000e+00
3.91959800000e+03	5.035310e+00	0.000000e+00
3.95363200000e+03	5.078423e+00	0.000000e+00
3.98796100000e+03	5.122731e+00	0.000000e+00
4.02258900000e+03	5.167177e+00	0.000000e+00
4.05751700000e+03	5.211343e+00	0.000000e+00
4.09274800000e+03	5.256672e+00	0.000000e+00
4.12828500000e+03	5.302259e+00	0.000000e+00
4.16413100000e+03	5.347850e+00	0.000000e+00
4.20028800000e+03	5.394145e+00	0.000000e+00
4.23675900000e+03	5.440241e+00	0.000000e+00
4.27354700000e+03	5.487449e+00	0.000000e+00
4.31065400000e+03	5.534985e+00	0.000000e+00
4.34808300000e+03	5.583177e+00	0.000000e+00
4.38583800000e+03	5.630762e+00	0.000000e+00
4.42392000000e+03	5.679805e+00	0.000000e+00
4.46233300000e+03	5.729239e+00	0.000000e+00
4.50107900000e+03	5.778580e+00	0.000000e+00
4.54016200000e+03	5.828335e+00	0.000000e+00
4.57958400000e+03	5.879223e+00	0.000000e+00
4.61934800000e+03	5.929500e+00	0.000000e+00
4.65945800000e+03	5.980865e+00	0.000000e+00
4.69991600000e+03	6.032757e+00	0.000000e+00
4.74072500000e+03	6.084444e+00	0.000000e+00
4.78188900000e+03	6.137376e+00	0.000000e+00
4.82341000000e+03	6.190771e+00	0.000000e+00
4.86529200000e+03	6.244181e+00	0.000000e+00
4.90753700000e+03	6.298240e+00	0.000000e+00
4.95014900000e+03	6.352948e+00	0.000000e+00
4.99313100000e+03	6.407322e+00	0.000000e+00
5.03648600000e+03	6.463254e+00	0.000000e+00
5.08021800000e+03	6.519179e+00	0.000000e+00
5.12432900000e+03	6.575278e+00	0.000000e+00
5.16882400000e+03	6.632705e+00	0.000000e+00
5.21370500000e+03	6.690068e+00	0.000000e+00
5.25897500000e+03	6.747975e+00	0.000000e+00
5.30463900000e+03	6.806357e+00	0.000000e+00
5.35069900000e+03	6.865107e+00	0.000000e+00
5.39715900000e+03	6.924674e+00	0.000000e+00
5.44402200000e+03	6.984785e+00	0.000000e+00
5.49129300000e+03	7.044600e+00	0.000000e+00
5.53897300000e+03	7.105720e+00	0.000000e+00
5.58706800000e+03	7.167892e+00	0.000000e+00
5.63558100000e+03	7.229527e+00	0.000000e+00
5.68451400000e+03	7.292363e+00	0.000000e+00
5.73387300000e+03	7.356153e+00	0.000000e+00
5.78366000000e+03	7.419249e+00	0.000000e+00
5.83387900000e+03	7.483979e+00	0.000000e+00
5.88453500000e+03	7.548491e+00	0.000000e+00
5.93563000000e+03	7.614121e+00	0.000000e+00
5.98716900000e+03	7.680209e+00	0.000000e+00
6.03915600000e+03	7.746379e+00	0.000000e+00
6.09159300000e+03	7.813631e+00	0.000000e+00
6.14448700000e+03	7.881454e+00	0.000000e+00
6.19783900000e+03	7.949659e+00	0.000000e+00
6.25165500000e+03	8.018434e+00	0.000000e+00
6.30593800000e+03	8.087873e+00	0.000000e+00
6.36069200000e+03	8.159019e+00	0.000000e+00
6.41592200000e+03	8.229057e+00	0.000000e+00
6.47163100000e+03	8.300296e+00	0.000000e+00
6.52782400000e+03	8.372188e+00	0.000000e+00
6.58450500000e+03	8.445163e+00	0.000000e+00
6.64167800000e+03	8.518156e+00	0.000000e+00
6.69934800000e+03	8.591426e+00	0.000000e+00
6.75751800000e+03	8.666634e+00	0.000000e+00
6.81619400000e+03	8.742015e+00	0.000000e+00
6.87537900000e+03	8.818074e+00	0.000000e+00
6.93507700000e+03	8.893858e+00	0.000000e+00
6.99529500000e+03	8.970797e+00	0.000000e+00
7.05603500000e+03	9.048508e+00	0.000000e+00
7.11730200000e+03	9.127226e+00	0.000000e+00
7.17910100000e+03	9.206822e+00	0.000000e+00
7.24143700000e+03	9.286265e+00	0.000000e+00
7.30431500000e+03	9.366755e+00	0.000000e+00
7.36773800000e+03	9.447601e+00	0.000000e+00
7.43171200000e+03	9.530066e+00	0.000000e+00
7.49624100000e+03	9.612943e+00	0.000000e+00
7.56133100000e+03	9.695651e+00	0.000000e+00
7.62698600000e+03	9.779543e+00	0.000000e+00
7.69321100000e+03	9.864780e+00	0.000000e+00
7.76001100000e+03	9.950162e+00	0.000000e+00
7.82739100000e+03	1.003630e+01	0.000000e+00
7.89535600000e+03	1.012421e+01	0.000000e+00
7.96391100000e+03	1.021107e+01	0.000000e+00
8.03306200000e+03	1.030040e+01	0.000000e+00
8.10281300000e+03	1.038857e+01	0.000000e+00
8.17316900000e+03	1.047969e+01	0.000000e+00
8.24413700000e+03	1.057014e+01	0.000000e+00
8.31572000000e+03	1.066186e+01	0.000000e+00
8.38792600000e+03	1.075406e+01	0.000000e+00
8.46075800000e+03	1.084707e+01	0.000000e+00
8.53422200000e+03	1.094134e+01	0.000000e+00
8.60832500000e+03	1.103564e+01	0.000000e+00
8.68307100000e+03	1.113150e+01	0.000000e+00
8.75846600000e+03	1.122835e+01	0.000000e+00
8.83451500000e+03	1.132571e+01	0.000000e+00
8.91122500000e+03	1.142359e+01	0.000000e+00
8.98860100000e+03	1.152172e+01	0.000000e+00
9.06664900000e+03	1.162206e+01	0.000000e+00
9.14537500000e+03	1.172214e+01	0.000000e+00
9.22478400000e+03	1.182332e+01	0.000000e+00
9.30488200000e+03	1.192685e+01	0.000000e+00
9.38567700000e+03	1.203073e+01	0.000000e+00
9.46717200000e+03	1.213437e+01	0.000000e+00
9.54937500000e+03	1.223926e+01	0.000000e+00
9.63229200000e+03	1.234592e+01	0.000000e+00
9.71593000000e+03	1.245179e+01	0.000000e+00
9.80029300000e+03	1.255971e+01	0.000000e+00
9.88538900000e+03	1.266848e+01	0.000000e+00
9.97122300000e+03	1.277945e+01	0.000000e+00
1.00578030000e+04	1.289040e+01	0.000000e+00
1.01451350000e+04	1.300094e+01	0.000000e+00
1.02332250000e+04	1.311481e+01	0.000000e+00
1.03220800000e+04	1.322792e+01	0.000000e+00
1.04117060000e+04	1.334247e+01	0.000000e+00
1.05021110000e+04	1.345937e+01	0.000000e+00
1.05933000000e+04	1.357606e+01	0.000000e+00
1.06852820000e+04	1.369368e+01	0.000000e+00
1.07780620000e+04	1.381162e+01	0.000000e+00
1.08716480000e+04	1.393205e+01	0.000000e+00
1.09660460000e+04	1.405196e+01	0.000000e+00
1.10612640000e+04	1.417520e+01	0.000000e+00
1.11573090000e+04	1.429771e+01	0.000000e+00
1.12541870000e+04	1.442074e+01	0.000000e+00
1.13519070000e+04	1.454735e+01	0.000000e+00
1.14504760000e+04	1.467421e+01	0.000000e+00
1.15499000000e+04	1.480099e+01	0.000000e+00
1.16501880000e+04	1.492899e+01	0.000000e+00
1.17513460000e+04	1.506005e+01	0.000000e+00
1.18533830000e+04	1.518885e+01	0.000000e+00
1.19563050000e+04	1.531978e+01	0.000000e+00
1.20601220000e+04	1.545286e+01	0.000000e+00
1.21648390000e+04	1.558707e+01	0.000000e+00
1.22704670000e+04	1.572251e+01	0.000000e+00
1.23770110000e+04	1.586025e+01	0.000000e+00
1.24844800000e+04	1.599627e+01	0.000000e+00
1.25928830000e+04	1.613681e+01	0.000000e+00
1.27022260000e+04	1.627618e+01	0.000000e+00
1.28125200000e+04	1.641720e+01	0.000000e+00
1.29237700000e+04	1.656025e+01	0.000000e+00
1.30359870000e+04	1.670241e+01	0.000000e+00
1.31491790000e+04	1.684803e+01	0.000000e+00
1.32633530000e+04	1.699500e+01	0.000000e+00
1.33785180000e+04	1.714062e+01	0.000000e+00
1.34946840000e+04	1.728966e+01	0.000000e+00
1.36118580000e+04	1.743929e+01	0.000000e+00
1.37300490000e+04	1.758984e+01	0.000000e+00
1.38492670000e+04	1.774379e+01	0.000000e+00
1.39695200000e+04	1.789762e+01	0.000000e+00
1.40908170000e+04	1.805253e+01	0.000000e+00
1.42131670000e+04	1.820922e+01	0.000000e+00
1.43365800000e+04	1.836513e+01	0.000000e+00
1.44610640000e+04	1.852697e+01	0.000000e+00
1.45866290000e+04	1.868899e+01	0.000000e+00
1.47132850000e+04	1.885020e+01	0.000000e+00
1.48410400000e+04	1.901309e+01	0.000000e+00
1.49699040000e+04	1.917938e+01	0.000000e+00
1.50998880000e+04	1.934477e+01	0.000000e+00
1.52310000000e+04	1.951473e+01	0.000000e+00
1.53632500000e+04	1.968172e+01	0.000000e+00
1.54966490000e+04	1.985264e+01	0.000000e+00
1.56312060000e+04	2.002735e+01	0.000000e+00
1.57669320000e+04	2.019863e+01	0.000000e+00
1.59038360000e+04	2.037264e+01	0.000000e+00
1.60419280000e+04	2.055023e+01	0.000000e+00
1.61812200000e+04	2.072853e+01	0.000000e+00
1.63217210000e+04	2.090869e+01	0.000000e+00
1.64634420000e+04	2.109022e+01	0.000000e+00
1.66063940000e+04	2.127337e+01	0.000000e+00
1.67505870000e+04	2.145765e+01	0.000000e+00
1.68960320000e+04	2.164441e+01	0.000000e+00
1.70427400000e+04	2.183163e+01	0.000000e+00
1.71907220000e+04	2.202028e+01	0.000000e+00
1.73399890000e+04	2.221165e+01	0.000000e+00
1.74905520000e+04	2.240666e+01	0.000000e+00
1.76424220000e+04	2.260027e+01	0.000000e+00
1.77956100000e+04	2.279533e+01	0.000000e+00
1.79501290000e+04	2.299391e+01	0.000000e+00
1.81059900000e+04	2.319125e+01	0.000000e+00
1.82632040000e+04	2.339442e+01	0.000000e+00
1.84217830000e+04	2.359703e+01	0.000000e+00
1.85817390000e+04	2.380157e+01	0.000000e+00
1.87430840000e+04	2.400899e+01	0.000000e+00
1.89058300000e+04	2.421861e+01	0.000000e+00
1.90699890000e+04	2.442764e+01	0.000000e+00
1.92355730000e+04	2.463941e+01	0.000000e+00
1.94025950000e+04	2.485279e+01	0.000000e+00
1.95710680000e+04	2.506912e+01	0.000000e+00
1.97410030000e+04	2.528503e+01	0.000000e+00
1.99124140000e+04	2.550438e+01	0.000000e+00
2.00853130000e+04	2.572598e+01	0.000000e+00
2.02597130000e+04	2.594899e+01	0.000000e+00
2.04356280000e+04	2.617534e+01	0.000000e+00
2.06130700000e+04	2.640231e+01	0.000000e+00
2.07920530000e+04	2.663147e+01	0.000000e+00
2.09725900000e+04	2.686273e+01	0.000000e+00
2.11546950000e+04	2.709710e+01	0.000000e+00
2.13383800000e+04	2.733174e+01	0.000000e+00
2.15236610000e+04	2.756884e+01	0.000000e+00
2.17105510000e+04	2.780801e+01	0.000000e+00
2.18990630000e+04	2.804917e+01	0.000000e+00
2.20892120000e+04	2.829528e+01	0.000000e+00
2.22810120000e+04	2.854011e+01	0.000000e+00
2.24744780000e+04	2.878630e+01	0.000000e+00
2.26696230000e+04	2.903901e+01	0.000000e+00
2.28664630000e+04	2.928951e+01	0.000000e+00
2.30650120000e+04	2.954589e+01	0.000000e+00
2.32652850000e+04	2.980055e+01	0.000000e+00
2.34672970000e+04	3.005816e+01	0.000000e+00
2.36710640000e+04	3.032053e+01	0.000000e+00
2.38765990000e+04	3.058162e+01	0.000000e+00
2.40839190000e+04	3.084970e+01	0.000000e+00
2.42930390000e+04	3.111514e+01	0.000000e+00
2.45039750000e+04	3.138595e+01	0.000000e+00
2.47167430000e+04	3.165722e+01	0.000000e+00
2.49313580000e+04	3.193234e+01	0.000000e+00
2.51478360000e+04	3.220997e+01	0.000000e+00
2.53661950000e+04	3.248826e+01	0.000000e+00
2.55864490000e+04	3.277315e+01	0.000000e+00
2.58086150000e+04	3.305566e+01	0.000000e+00
2.60327110000e+04	3.334389e+01	0.000000e+00
2.62587530000e+04	3.363074e+01	0.000000e+00
2.64867570000e+04	3.392184e+01	0.000000e+00
2.67167410000e+04	3.421919e+01	0.000000e+00
2.69487220000e+04	3.451558e+01	0.000000e+00
2.71827170000e+04	3.481338e+01	0.000000e+00
2.74187440000e+04	3.511650e+01	0.000000e+00
2.76568210000e+04	3.542213e+01	0.000000e+00
2.78969640000e+04	3.572901e+01	0.000000e+00
2.81391930000e+04	3.603894e+01	0.000000e+00
2.83835250000e+04	3.635324e+01	0.000000e+00
2.86299790000e+04	3.666798e+01	0.000000e+00
2.88785720000e+04	3.698615e+01	0.000000e+00
2.91293240000e+04	3.730592e+01	0.000000e+00
2.93822540000e+04	3.763055e+01	0.000000e+00
2.96373790000e+04	3.795921e+01	0.000000e+00
2.98947200000e+04	3.828718e+01	0.000000e+00
3.01542960000e+04	3.861911e+01	0.000000e+00
3.04161250000e+04	3.895228e+01	0.000000e+00
3.06802270000e+04	3.929404e+01	0.000000e+00
3.09466230000e+04	3.963578e+01	0.000000e+00
3.12153320000e+04	3.997918e+01	0.000000e+00
3.14863740000e+04	4.032422e+01	0.000000e+00
3.17597700000e+04	4.067661e+01	0.000000e+00
3.20355390000e+04	4.102941e+01	0.000000e+00
3.23137030000e+04	4.138589e+01	0.000000e+00
3.25942830000e+04	4.174615e+01	0.000000e+00
3.28772980000e+04	4.210884e+01	0.000000e+00
3.31627710000e+04	4.247422e+01	0.000000e+00
3.34507230000e+04	4.284289e+01	0.000000e+00
3.37411750000e+04	4.321642e+01	0.000000e+00
3.40341490000e+04	4.358959e+01	0.000000e+00
3.43296670000e+04	4.396857e+01	0.000000e+00
3.46277510000e+04	4.435072e+01	0.000000e+00
3.49284230000e+04	4.473583e+01	0.000000e+00
3.52317060000e+04	4.512550e+01	0.000000e+00
3.55376220000e+04	4.551695e+01	0.000000e+00
3.58461940000e+04	4.591076e+01	0.000000e+00
3.61574460000e+04	4.631160e+01	0.000000e+00
3.64714010000e+04	4.671375e+01	0.000000e+00
3.67880810000e+04	4.711542e+01	0.000000e+00
3.71075110000e+04	4.752683e+01	0.000000e+00
3.74297150000e+04	4.794061e+01	0.000000e+00
3.77547170000e+04	4.835557e+01	0.000000e+00
3.80825400000e+04	4.877570e+01	0.000000e+00
3.84132100000e+04	4.919984e+01	0.000000e+00
3.87467510000e+04	4.962423e+01	0.000000e+00
3.90831890000e+04	5.005745e+01	0.000000e+00
3.94225470000e+04	5.049160e+01	0.000000e+00
3.97648520000e+04	5.093167e+01	0.000000e+00
4.01101300000e+04	5.137273e+01	0.000000e+00
4.04584050000e+04	5.181879e+01	0.000000e+00
4.08097050000e+04	5.226990e+01	0.000000e+00
4.11640550000e+04	5.272473e+01	0.000000e+00
4.15214820000e+04	5.318428e+01	0.000000e+00
4.18820120000e+04	5.364658e+01	0.000000e+00
4.22456720000e+04	5.411084e+01	0.000000e+00
4.26124910000e+04	5.457808e+01	0.000000e+00
4.29824940000e+04	5.505540e+01	0.000000e+00
4.33557110000e+04	5.553379e+01	0.000000e+00
4.37321670000e+04	5.601612e+01	0.000000e+00
4.41118930000e+04	5.650229e+01	0.000000e+00
4.44949160000e+04	5.699516e+01	0.000000e+00
4.48812640000e+04	5.748724e+01	0.000000e+00
4.52709670000e+04	5.798904e+01	0.000000e+00
4.56640540000e+04	5.849240e+01	0.000000e+00
4.60605540000e+04	5.900247e+01	0.000000e+00
4.64604970000e+04	5.951247e+01	0.000000e+00
4.68639130000e+04	6.002879e+01	0.000000e+00
4.72708310000e+04	6.054919e+01	0.000000e+00
4.76812830000e+04	6.107864e+01	0.000000e+00
4.80952990000e+04	6.160951e+01	0.000000e+00
4.85129090000e+04	6.214721e+01	0.000000e+00
4.89341460000e+04	6.268539e+01	0.000000e+00
4.93590400000e+04	6.323175e+01	0.000000e+00
4.97876240000e+04	6.378286e+01	0.000000e+00
5.02199290000e+04	6.433284e+01	0.000000e+00
5.06559880000e+04	6.489628e+01	0.000000e+00
5.10958330000e+04	6.545890e+01	0.000000e+00
5.15394970000e+04	6.602761e+01	0.000000e+00
5.19870130000e+04	6.660085e+01	0.000000e+00
5.24384160000e+04	6.718477e+01	0.000000e+00
5.28937370000e+04	6.777116e+01	0.000000e+00
5.33530130000e+04	6.835203e+01	0.000000e+00
5.38162760000e+04	6.894917e+01	0.000000e+00
5.42835620000e+04	6.955082e+01	0.000000e+00
5.47549050000e+04	7.015268e+01	0.000000e+00
5.52303410000e+04	7.076762e+01	0.000000e+00
5.57099050000e+04	7.138049e+01	0.000000e+00
5.61936330000e+04	7.199911e+01	0.000000e+00
5.66815610000e+04	7.262537e+01	0.000000e+00
5.71737260000e+04	7.326186e+01	0.000000e+00
5.76701640000e+04	7.389089e+01	0.000000e+00
5.81709130000e+04	7.453493e+01	0.000000e+00
5.86760100000e+04	7.518980e+01	0.000000e+00
5.91854930000e+04	7.584361e+01	0.000000e+00
5.96993990000e+04	7.650167e+01	0.000000e+00
6.02177680000e+04	7.716759e+01	0.000000e+00
6.07406380000e+04	7.783395e+01	0.000000e+00
6.12680480000e+04	7.851245e+01	0.000000e+00
6.18000370000e+04	7.919487e+01	0.000000e+00
6.23366460000e+04	7.988708e+01	0.000000e+00
6.28779140000e+04	8.058044e+01	0.000000e+00
6.34238810000e+04	8.128359e+01	0.000000e+00
6.39745900000e+04	8.199246e+01	0.000000e+00
6.45300800000e+04	8.270390e+01	0.000000e+00
6.50903930000e+04	8.343026e+01	0.000000e+00
6.56555720000e+04	8.415058e+01	0.000000e+00
6.62256580000e+04	8.488070e+01	0.000000e+00
6.68006940000e+04	8.562079e+01	0.000000e+00
6.73807230000e+04	8.636712e+01	0.000000e+00
6.79657890000e+04	8.711980e+01	0.000000e+00
6.85559350000e+04	8.787717e+01	0.000000e+00
6.91512050000e+04	8.864407e+01	0.000000e+00
6.97516430000e+04	8.941728e+01	0.000000e+00
7.03572950000e+04	9.019405e+01	0.000000e+00
7.09682060000e+04	9.097615e+01	0.000000e+00
7.15844220000e+04	9.177363e+01	0.000000e+00
7.22059880000e+04	9.257431e+01	0.000000e+00
7.28329520000e+04	9.337823e+01	0.000000e+00
7.34653590000e+04	9.419143e+01	0.000000e+00
7.41032570000e+04	9.501393e+01	0.000000e+00
7.47466940000e+04	9.584252e+01	0.000000e+00
7.53957180000e+04	9.667770e+01	0.000000e+00
7.60503780000e+04	9.751874e+01	0.000000e+00
7.67107220000e+04	9.836826e+01	0.000000e+00
7.73768000000e+04	9.922785e+01	0.000000e+00
7.80486610000e+04	1.000904e+02	0.000000e+00
7.87263560000e+04	1.009648e+02	0.000000e+00
7.94099360000e+04	1.018432e+02	0.000000e+00
8.00994510000e+04	1.027252e+02	0.000000e+00
8.07949530000e+04	1.036261e+02	0.000000e+00
8.14964940000e+04	1.045307e+02	0.000000e+00
8.22041260000e+04	1.054396e+02	0.000000e+00
8.29179030000e+04	1.063612e+02	0.000000e+00
8.36378780000e+04	1.072924e+02	0.000000e+00
8.43641040000e+04	1.082264e+02	0.000000e+00
8.50966360000e+04	1.091699e+02	0.000000e+00
8.58355280000e+04	1.101243e+02	0.000000e+00
8.65808360000e+04	1.110834e+02	0.000000e+00
